dealership_id,dealership_name,dealership_type,dealership_state,doc_fee,destination_fee,sales_tax_rate,registration_fee,regional_adjustment
6523,Hill PLC Motors,Franchised,MN,187.33,1747.03,0.0749,28.56,0.95
6524,"Miller, Anderson and Peterson Motors",Independent,FL,949.14,1854.19,0.0701,169.14,1.02
6525,Olsen-Cervantes Motors,Independent,CA,85.0,1969.92,0.0882,103.95,1.08
6526,Harding and Sons Motors,Franchised,AK,298.08,2221.62,0.0176,101.84,1.05
6527,Young-Jackson Motors,Independent,CA,85.0,2603.42,0.0882,64.86,1.08
6528,Macias-Ibarra Motors,Independent,OK,489.43,2149.06,0.0897,190.34,0.91
6529,"Erickson, Campbell and Cook Motors",Franchised,PA,289.98,1158.7,0.0634,93.27,0.97
6530,Lewis-Hinton Motors,Independent,OK,180.27,1644.75,0.0897,90.65,0.91
6531,Thomas-Robinson Motors,Independent,MI,414.92,2199.4,0.06,52.52,0.95
6532,Johnson-Johnson Motors,Independent,IA,301.18,1549.08,0.0694,165.25,0.93
6533,"Armstrong, Mcguire and Jones Motors",Franchised,UT,486.15,2933.94,0.0725,33.2,0.95
6534,"Schwartz, Berry and Jones Motors",Independent,CA,85.0,2941.46,0.0882,99.08,1.08
6535,"Fitzpatrick, Patterson and Odonnell Motors",Franchised,CA,85.0,1857.08,0.0882,86.26,1.08
6536,"Foster, Perez and Barton Motors",Franchised,FL,560.15,2579.82,0.0701,146.86,1.02
6537,Richardson LLC Motors,Independent,WI,269.76,1448.04,0.0543,145.69,0.94
6538,"Hendrix, Harrison and Beasley Motors",Independent,OR,242.24,1143.88,0.0,93.43,0.97
6539,Cooper-Walter Motors,Independent,OH,356.53,2773.44,0.0724,145.33,0.96
6540,George-Hahn Motors,Independent,MA,276.24,1475.17,0.0625,168.14,1.01
6541,Hoffman-Maxwell Motors,Franchised,FL,956.76,2131.45,0.0701,62.34,1.02
6542,Randall Group Motors,Franchised,LA,394.56,1122.05,0.0955,42.6,0.94
6543,Coleman-Wilson Motors,Franchised,DE,413.71,1171.72,0.0,170.96,0.97
6544,Bauer and Sons Motors,Franchised,NY,330.24,1345.1,0.0852,77.56,1.05
6545,"Allen, Santos and Fisher Motors",Independent,GA,150.5,2518.65,0.0737,182.34,0.98
6546,White-Burgess Motors,Franchised,CA,85.0,1610.62,0.0882,155.88,1.08
6547,Macdonald-Schmitt Motors,Independent,MI,166.96,1820.42,0.06,30.01,0.95
6548,Solis-Arnold Motors,Independent,GA,351.37,1871.79,0.0737,162.3,0.98
6549,Levine-Thompson Motors,Franchised,TX,481.97,1549.19,0.082,182.69,0.98
6550,Benitez-Dunn Motors,Independent,OH,178.61,2107.1,0.0724,34.76,0.96
6551,"Anthony, Long and Washington Motors",Franchised,PA,441.73,1877.27,0.0634,69.61,0.97
6552,Arnold Ltd Motors,Independent,NC,417.82,1800.49,0.0698,173.11,0.97
6553,"Vazquez, Hart and Smith Motors",Independent,VA,141.73,1652.59,0.0577,75.88,0.99
6554,Anderson-Bell Motors,Franchised,CA,85.0,1690.1,0.0882,140.08,1.08
6555,Matthews Group Motors,Franchised,AL,457.0,2230.11,0.0924,109.67,0.93
6556,Jones PLC Motors,Independent,MD,442.32,2265.98,0.06,48.25,1.02
6557,Williams Group Motors,Independent,PA,154.41,2498.77,0.0634,100.99,0.97
6558,Miller-Hobbs Motors,Independent,CA,85.0,2248.1,0.0882,32.91,1.08
6559,Garcia LLC Motors,Franchised,AL,339.72,2421.19,0.0924,188.31,0.93
6560,Greer-Gill Motors,Independent,WV,239.61,2477.77,0.0655,209.72,0.9
6561,Williams Inc Motors,Independent,FL,576.78,2475.73,0.0701,55.0,1.02
6562,Robinson Group Motors,Independent,PA,134.2,2939.7,0.0634,168.14,0.97
6563,"Campbell, Morris and Robertson Motors",Franchised,TX,439.92,2114.17,0.082,196.48,0.98
6564,Knight-Macias Motors,Independent,VA,369.43,1680.37,0.0577,85.61,0.99
6565,Adams Group Motors,Franchised,TX,155.5,1772.55,0.082,105.44,0.98
6566,Schmidt-Miller Motors,Independent,PA,187.02,1795.33,0.0634,151.48,0.97
6567,"Baxter, Morgan and Smith Motors",Independent,MO,206.8,1005.06,0.083,135.04,0.95
6568,Morris-Roberts Motors,Franchised,MI,410.7,2662.38,0.06,190.18,0.95
6569,"Jones, Boyd and Ochoa Motors",Franchised,IL,132.87,2214.3,0.0881,33.26,0.99
6570,Henderson-Jones Motors,Independent,OH,293.31,1137.04,0.0724,137.38,0.96
6571,Ramsey LLC Motors,Independent,MI,375.2,1191.95,0.06,82.9,0.95
6572,Klein PLC Motors,Franchised,CA,85.0,1678.11,0.0882,157.8,1.08
6573,"Hansen, Oliver and Hendrix Motors",Independent,CA,85.0,2835.31,0.0882,147.08,1.08
6574,Rangel Inc Motors,Franchised,OR,171.14,2034.7,0.0,152.04,0.97
6575,Bruce-Walker Motors,Independent,CA,85.0,1544.23,0.0882,111.21,1.08
6576,"Ford, Gibbs and Brooks Motors",Independent,MD,240.2,2164.7,0.06,27.52,1.02
6577,Stanley and Sons Motors,Independent,UT,107.5,1605.98,0.0725,145.62,0.95
6578,Bradley PLC Motors,Franchised,NY,359.46,2277.29,0.0852,82.71,1.05
6579,Rodgers Ltd Motors,Independent,PA,493.6,2074.09,0.0634,154.73,0.97
6580,Johnson Ltd Motors,Independent,MI,140.74,2601.41,0.06,55.82,0.95
6581,Schultz Ltd Motors,Franchised,OR,156.35,2660.14,0.0,74.45,0.97
6582,Cooper-White Motors,Franchised,NE,345.0,1973.75,0.0697,214.05,0.92
6583,Romero LLC Motors,Independent,WA,377.57,2730.26,0.0929,90.88,1.04
6584,Rogers-Davenport Motors,Independent,CA,85.0,2187.48,0.0882,115.66,1.08
6585,Mendoza and Sons Motors,Franchised,WI,497.64,1219.58,0.0543,214.7,0.94
6586,Sims Ltd Motors,Independent,IL,357.38,1909.71,0.0881,66.89,0.99
6587,Hall-Wallace Motors,Independent,GA,215.09,1480.78,0.0737,34.71,0.98
6588,Walls Ltd Motors,Independent,CA,85.0,2388.47,0.0882,119.17,1.08
6589,"Morris, Harris and Martin Motors",Independent,FL,586.47,1936.6,0.0701,122.6,1.02
6590,Cortez Group Motors,Franchised,MN,260.52,1446.5,0.0749,75.42,0.95
6591,"Stein, Martin and Cooper Motors",Independent,OH,486.56,1618.04,0.0724,100.67,0.96
6592,Burton and Sons Motors,Independent,NY,231.52,1935.19,0.0852,147.01,1.05
6593,Brown-Woods Motors,Franchised,IL,225.63,2721.41,0.0881,129.96,0.99
6594,Levine-Reese Motors,Independent,KY,486.7,2105.38,0.06,190.97,0.92
6595,Young-Myers Motors,Independent,AL,369.66,1971.97,0.0924,142.55,0.93
6596,Gross-Smith Motors,Independent,NY,433.15,2855.93,0.0852,40.03,1.05
6597,Harris-Green Motors,Franchised,TX,263.51,1310.77,0.082,204.07,0.98
6598,Johnson Inc Motors,Independent,FL,765.45,2256.14,0.0701,44.1,1.02
6599,Li Group Motors,Franchised,UT,177.37,1476.67,0.0725,172.04,0.95
6600,"Weber, Bailey and Wood Motors",Independent,VA,362.08,1888.08,0.0577,81.62,0.99
6601,"Austin, Simpson and Morrow Motors",Independent,NC,286.01,1800.89,0.0698,141.55,0.97
6602,"Hampton, Anthony and Reid Motors",Franchised,VA,490.32,1508.97,0.0577,220.71,0.99
6603,Blackwell and Sons Motors,Independent,PA,367.78,2440.73,0.0634,185.36,0.97
6604,Williams and Sons Motors,Independent,LA,377.41,1248.97,0.0955,91.61,0.94
6605,Clark-Monroe Motors,Independent,NC,227.74,2989.39,0.0698,126.23,0.97
6606,Carrillo-Carter Motors,Independent,TX,186.7,1745.73,0.082,177.15,0.98
6607,"Ballard, Berry and Weber Motors",Independent,TX,114.83,1050.8,0.082,144.74,0.98
6608,Garcia Ltd Motors,Franchised,NC,255.32,1155.67,0.0698,91.33,0.97
6609,Carlson Group Motors,Franchised,MS,371.12,2515.96,0.0707,109.86,0.9
6610,"King, Oliver and Wells Motors",Independent,NY,114.11,1920.02,0.0852,182.07,1.05
6611,"Martinez, Harris and Ryan Motors",Franchised,CT,207.88,1977.76,0.0635,108.66,1.01
6612,"Tucker, Lowe and Williamson Motors",Independent,AZ,338.95,1627.63,0.084,40.06,0.96
6613,"Watson, Lee and Mcclain Motors",Franchised,FL,951.93,1219.68,0.0701,183.62,1.02
6614,Deleon-Murray Motors,Franchised,CA,85.0,2329.16,0.0882,177.98,1.08
6615,Butler and Sons Motors,Independent,TX,469.34,1890.34,0.082,158.76,0.98
6616,Hernandez and Sons Motors,Franchised,WA,241.18,2581.17,0.0929,119.8,1.04
6617,Sullivan-Yang Motors,Independent,FL,620.08,2406.46,0.0701,141.84,1.02
6618,"Benson, Brewer and Giles Motors",Franchised,PA,118.19,1908.91,0.0634,47.23,0.97
6619,"Payne, Gates and Diaz Motors",Independent,GA,315.33,2558.18,0.0737,218.24,0.98
6620,"Miller, Jenkins and Greene Motors",Independent,WA,192.19,2640.55,0.0929,174.42,1.04
6621,"Norris, Hall and Thomas Motors",Franchised,TX,344.84,1544.21,0.082,29.66,0.98
6622,Jennings Group Motors,Independent,IL,287.24,1329.94,0.0881,150.23,0.99
6623,Evans LLC Motors,Franchised,GA,490.23,1864.43,0.0737,194.47,0.98
6624,Nelson-Fuentes Motors,Independent,NC,469.15,1959.57,0.0698,178.24,0.97
6625,Frey-Fitzpatrick Motors,Independent,CO,327.11,2537.25,0.0777,201.31,0.98
6626,Sullivan-Bean Motors,Independent,TX,480.28,2040.32,0.082,24.58,0.98
6627,"Fischer, Marshall and Lee Motors",Franchised,LA,381.44,2328.39,0.0955,207.41,0.94
6628,Dennis-Taylor Motors,Franchised,MO,369.42,2609.19,0.083,178.71,0.95
6629,"Mckinney, Trujillo and Villegas Motors",Independent,MI,274.78,2121.44,0.06,51.44,0.95
6630,Rojas Inc Motors,Franchised,MO,429.74,2948.62,0.083,90.25,0.95
6631,"Padilla, Watson and Evans Motors",Independent,IL,479.43,1474.57,0.0881,169.54,0.99
6632,Smith-Adams Motors,Independent,TX,423.91,2415.08,0.082,183.98,0.98
6633,Johnson and Sons Motors,Independent,WI,156.6,1858.33,0.0543,139.57,0.94
6634,"Cowan, King and Stone Motors",Franchised,NC,135.38,2344.44,0.0698,216.17,0.97
6635,"Hall, Munoz and Saunders Motors",Franchised,TN,418.71,1151.12,0.0955,148.46,0.94
6636,Thornton-Dorsey Motors,Franchised,PA,166.56,2610.21,0.0634,36.93,0.97
6637,"Brown, Townsend and Bennett Motors",Independent,KS,143.28,2579.44,0.087,132.04,0.92
6638,"Hernandez, Rodriguez and Taylor Motors",Franchised,VA,422.41,2685.8,0.0577,186.05,0.99
6639,Martin-Mayer Motors,Independent,CA,85.0,1788.63,0.0882,175.44,1.08
6640,"Jimenez, Santana and Barton Motors",Independent,OH,227.39,2258.35,0.0724,75.93,0.96
6641,Tapia-Martin Motors,Franchised,AL,465.89,1361.73,0.0924,160.72,0.93
6642,Wright and Sons Motors,Independent,MN,226.81,2849.07,0.0749,42.42,0.95
6643,Parker Group Motors,Independent,GA,139.02,1170.66,0.0737,98.32,0.98
6644,"Clark, Wolfe and Hernandez Motors",Franchised,IA,280.06,2374.3,0.0694,49.6,0.93
6645,"Lane, Allen and Stone Motors",Franchised,NY,182.43,2380.03,0.0852,64.36,1.05
6646,"Sanchez, Hopkins and Garcia Motors",Independent,IL,435.0,2025.98,0.0881,179.97,0.99
6647,Wilson LLC Motors,Independent,IA,314.82,2723.91,0.0694,212.52,0.93
6648,Peterson-Perez Motors,Franchised,IA,204.07,1331.63,0.0694,213.95,0.93
6649,Kennedy-Christian Motors,Franchised,MO,204.41,1396.65,0.083,86.35,0.95
6650,"Dunn, Maddox and Becker Motors",Franchised,KY,489.91,1222.58,0.06,110.8,0.92
6651,"Rodriguez, Johnson and Zavala Motors",Franchised,CA,85.0,2822.84,0.0882,22.34,1.08
6652,"White, Martinez and Pope Motors",Independent,CT,100.65,2756.9,0.0635,100.95,1.01
6653,Rojas Ltd Motors,Independent,NY,216.43,1092.42,0.0852,137.47,1.05
6654,Brown-Henry Motors,Independent,TX,496.55,1870.98,0.082,219.12,0.98
6655,Cooper-Smith Motors,Independent,FL,618.62,1754.43,0.0701,171.79,1.02
6656,Jones-Johnson Motors,Independent,IL,249.27,1842.14,0.0881,118.97,0.99
6657,"Evans, Hughes and Elliott Motors",Independent,FL,919.17,1371.08,0.0701,39.23,1.02
6658,Thomas-Schmitt Motors,Independent,NY,158.91,2091.2,0.0852,193.34,1.05
6659,Davis Ltd Motors,Franchised,TX,257.9,2313.54,0.082,41.11,0.98
6660,Henson Inc Motors,Franchised,NY,255.97,1089.43,0.0852,201.64,1.05
6661,"Carter, Wilson and Ramirez Motors",Independent,MI,368.51,2689.9,0.06,154.14,0.95
6662,Moore Inc Motors,Independent,OH,418.34,2229.52,0.0724,115.79,0.96
6663,"Watkins, Moran and Gomez Motors",Franchised,PA,143.68,1802.56,0.0634,86.19,0.97
6664,Clarke-Hanna Motors,Franchised,AL,462.48,2218.45,0.0924,24.19,0.93
6665,Bonilla-Clark Motors,Independent,IA,413.85,2592.17,0.0694,136.67,0.93
6666,Lopez-Farrell Motors,Independent,AL,486.1,2290.35,0.0924,67.04,0.93
6667,Jackson Inc Motors,Franchised,PA,152.28,2410.34,0.0634,142.22,0.97
6668,"Cuevas, Eaton and Melton Motors",Franchised,WA,373.07,2104.62,0.0929,171.17,1.04
6669,"Hart, Porter and Cameron Motors",Franchised,TX,249.51,1375.66,0.082,223.66,0.98
6670,"Hogan, Martin and Rubio Motors",Independent,TX,156.88,1929.09,0.082,22.21,0.98
6671,Owen-Bolton Motors,Franchised,PA,210.91,2921.45,0.0634,209.07,0.97
6672,Gray-Gutierrez Motors,Franchised,LA,126.79,2275.23,0.0955,101.58,0.94
6673,"Lewis, Young and Thompson Motors",Independent,FL,569.27,2905.2,0.0701,102.31,1.02
6674,"Cabrera, Norton and Lee Motors",Franchised,CA,85.0,1281.19,0.0882,43.18,1.08
6675,Kim-Nunez Motors,Franchised,TX,328.55,2100.81,0.082,124.56,0.98
6676,Riley-Pena Motors,Independent,KY,246.74,2028.8,0.06,49.02,0.92
6677,Meadows Inc Motors,Franchised,TN,437.22,1397.97,0.0955,223.7,0.94
6678,"Reed, Horton and Walsh Motors",Independent,FL,772.62,1384.25,0.0701,192.04,1.02
6679,"Bryant, Jones and Fox Motors",Franchised,MI,355.51,1816.51,0.06,111.97,0.95
6680,Kane LLC Motors,Independent,NC,454.16,2702.57,0.0698,118.4,0.97
6681,Richards Group Motors,Independent,TN,235.23,1754.76,0.0955,64.62,0.94
6682,"Rodriguez, Fox and Thornton Motors",Independent,FL,845.13,1244.24,0.0701,199.6,1.02
6683,Brown-Evans Motors,Independent,CT,393.76,1094.17,0.0635,185.6,1.01
6684,Howell PLC Motors,Franchised,NY,135.37,1378.8,0.0852,137.13,1.05
6685,Taylor-Alexander Motors,Independent,MO,247.06,2132.52,0.083,22.45,0.95
6686,Benton Inc Motors,Franchised,CA,85.0,1677.75,0.0882,175.47,1.08
6687,"Smith, Davis and Williams Motors",Franchised,PA,341.16,1985.56,0.0634,121.05,0.97
6688,Johnson Group Motors,Franchised,PA,442.81,1384.49,0.0634,90.81,0.97
6689,Perez LLC Motors,Franchised,MI,300.13,2786.5,0.06,82.21,0.95
6690,"Barker, Smith and Martin Motors",Franchised,CA,85.0,1507.3,0.0882,211.24,1.08
6691,"Johnson, Ortiz and Matthews Motors",Independent,MN,252.79,1186.45,0.0749,100.39,0.95
6692,Ryan Ltd Motors,Franchised,FL,770.44,2521.53,0.0701,149.4,1.02
6693,"Allen, Duncan and Morgan Motors",Franchised,WI,336.24,1478.14,0.0543,98.96,0.94
6694,Mendez PLC Motors,Independent,LA,203.55,2527.93,0.0955,102.76,0.94
6695,Gonzales-Barnes Motors,Independent,MI,285.92,2715.42,0.06,21.92,0.95
6696,"Miller, Little and Ramos Motors",Independent,WA,211.93,1649.19,0.0929,215.6,1.04
6697,"Thompson, Gonzalez and Marks Motors",Independent,WI,437.12,2352.64,0.0543,157.0,0.94
6698,Keller-Bell Motors,Franchised,PA,193.27,2278.11,0.0634,116.85,0.97
6699,Ford-Allen Motors,Franchised,LA,194.53,1451.6,0.0955,74.16,0.94
6700,"Jackson, Garcia and Thomas Motors",Independent,NY,416.5,1666.66,0.0852,174.76,1.05
6701,Edwards and Sons Motors,Independent,MI,299.95,2989.09,0.06,89.76,0.95
6702,Johnston-Franklin Motors,Independent,WA,411.79,2085.69,0.0929,203.87,1.04
6703,Ashley-Ramirez Motors,Independent,IL,443.51,2401.82,0.0881,221.56,0.99
6704,Soto-Phelps Motors,Franchised,NY,390.14,2687.39,0.0852,130.99,1.05
6705,Gonzalez PLC Motors,Independent,OH,496.33,1039.07,0.0724,89.89,0.96
6706,"Smith, Rojas and Frederick Motors",Independent,CO,215.8,1102.93,0.0777,141.84,0.98
6707,Rodgers-Todd Motors,Independent,MS,439.48,2635.26,0.0707,167.21,0.9
6708,Diaz and Sons Motors,Independent,MI,219.56,1827.11,0.06,44.06,0.95
6709,Dean-Hess Motors,Independent,WI,143.0,2906.73,0.0543,138.11,0.94
6710,"Allen, Little and Johnson Motors",Independent,IA,256.88,1724.11,0.0694,158.09,0.93
6711,Lowe-Le Motors,Independent,TX,240.44,1922.67,0.082,124.91,0.98
6712,Trevino Inc Motors,Franchised,FL,895.12,1332.84,0.0701,160.04,1.02
6713,"Hull, Mitchell and Phillips Motors",Independent,MD,184.04,1536.73,0.06,222.74,1.02
6714,"Smith, Jones and Johnston Motors",Franchised,CO,109.89,2159.94,0.0777,144.82,0.98
6715,Williams Ltd Motors,Independent,KY,203.13,2056.85,0.06,91.52,0.92
6716,"Johnson, Solis and Williams Motors",Independent,IL,266.74,1757.91,0.0881,140.98,0.99
6717,Roberts-Ware Motors,Franchised,CA,85.0,2844.34,0.0882,215.54,1.08
6718,"Smith, George and Burns Motors",Independent,OH,387.13,1135.36,0.0724,126.48,0.96
6719,Cardenas Group Motors,Independent,FL,965.74,1067.54,0.0701,177.34,1.02
6720,"Gross, Robertson and Hurley Motors",Independent,NY,277.14,2780.74,0.0852,110.0,1.05
6721,"Peters, Myers and Page Motors",Franchised,AZ,249.83,2513.74,0.084,62.05,0.96
6722,"King, Howard and Clark Motors",Independent,CA,85.0,1288.63,0.0882,65.68,1.08
6723,Rhodes Group Motors,Franchised,CO,287.37,2758.68,0.0777,185.62,0.98
6724,"Stark, Harmon and Leblanc Motors",Franchised,OH,469.12,2340.16,0.0724,37.51,0.96
6725,Chapman-Santos Motors,Franchised,VA,478.54,2976.71,0.0577,45.26,0.99
6726,Lambert PLC Motors,Independent,CA,85.0,1344.78,0.0882,155.44,1.08
6727,"Davis, Jordan and Schmidt Motors",Franchised,PA,112.99,1574.84,0.0634,53.61,0.97
6728,"Lindsey, Blackburn and Fry Motors",Franchised,CA,85.0,2368.82,0.0882,179.14,1.08
6729,"Gonzales, Harvey and Webb Motors",Franchised,ME,120.75,1431.35,0.055,140.82,0.95
6730,Thornton-Taylor Motors,Independent,LA,191.91,1758.17,0.0955,181.44,0.94
6731,"Sutton, Warren and Russo Motors",Franchised,OH,425.76,2669.04,0.0724,215.15,0.96
6732,"Lawson, Landry and Williams Motors",Independent,FL,688.92,2415.44,0.0701,159.41,1.02
6733,Wright LLC Motors,Independent,MS,100.92,2308.73,0.0707,59.1,0.9
6734,Cox-Mayer Motors,Independent,PA,275.06,1646.24,0.0634,48.82,0.97
6735,"Houston, Huffman and Sparks Motors",Franchised,TX,222.21,2011.7,0.082,69.7,0.98
6736,Douglas-Lawrence Motors,Franchised,MI,386.16,1066.01,0.06,98.42,0.95
6737,Williams-Joseph Motors,Independent,NE,476.08,2062.13,0.0697,189.75,0.92
6738,"Alvarado, Flores and Murphy Motors",Independent,CA,85.0,1574.54,0.0882,118.17,1.08
6739,Campbell-Gibson Motors,Franchised,FL,973.54,1213.27,0.0701,217.18,1.02
6740,"Price, Davis and Cummings Motors",Franchised,NE,352.7,1511.85,0.0697,94.23,0.92
6741,Rogers-Rasmussen Motors,Franchised,TX,485.23,2058.81,0.082,21.32,0.98
6742,Smith Group Motors,Independent,TX,199.03,1820.39,0.082,223.64,0.98
6743,"Knight, Dominguez and Miller Motors",Independent,MI,488.25,1666.04,0.06,26.12,0.95
6744,Cooper Ltd Motors,Independent,KY,322.85,2101.3,0.06,150.7,0.92
6745,"Johnson, Harper and Hamilton Motors",Independent,GA,278.65,1054.83,0.0737,56.99,0.98
6746,Price-Parker Motors,Franchised,SD,191.47,1337.57,0.0611,71.07,0.92
6747,Vega Inc Motors,Independent,WI,130.06,1068.37,0.0543,204.36,0.94
6748,Kaufman-Williams Motors,Independent,CA,85.0,2120.37,0.0882,217.71,1.08
6749,"Zimmerman, Skinner and Perez Motors",Franchised,NV,469.0,2079.89,0.0823,116.75,0.97
6750,"Peterson, Jackson and Brown Motors",Independent,IL,309.79,1318.96,0.0881,201.54,0.99
6751,Williams Ltd Motors,Franchised,NY,298.83,1503.2,0.0852,52.29,1.05
6752,Hall PLC Motors,Independent,MI,223.89,2594.41,0.06,55.6,0.95
6753,"Larsen, Clark and Garrison Motors",Independent,NY,426.97,2831.43,0.0852,138.37,1.05
6754,"Johnson, Stevenson and English Motors",Independent,CA,85.0,1600.83,0.0882,107.56,1.08
6755,"Gilbert, Murphy and Sutton Motors",Franchised,CA,85.0,1389.4,0.0882,57.46,1.08
6756,"Martin, Hughes and Reid Motors",Franchised,OH,322.68,1942.01,0.0724,23.97,0.96
6757,"Bell, Nicholson and Snyder Motors",Franchised,OK,131.43,1357.59,0.0897,119.97,0.91
6758,Pham-Mayer Motors,Franchised,MI,235.39,1300.13,0.06,24.35,0.95
6759,Fitzgerald-Clements Motors,Franchised,AK,372.44,1164.54,0.0176,201.93,1.05
6760,Anderson-Warren Motors,Independent,NY,244.34,2894.23,0.0852,33.7,1.05
6761,Gonzalez-Nguyen Motors,Independent,NY,210.17,2239.03,0.0852,155.0,1.05
6762,"Dudley, Price and Martinez Motors",Franchised,TX,378.47,2736.89,0.082,75.16,0.98
6763,"Martinez, Barber and Boyd Motors",Independent,TX,266.02,1639.08,0.082,171.64,0.98
6764,Yu-Garza Motors,Independent,NY,411.97,1342.23,0.0852,159.59,1.05
6765,"Bowen, Hall and Miller Motors",Independent,MN,328.46,1551.55,0.0749,189.17,0.95
6766,"Young, Weaver and Williams Motors",Independent,KS,191.92,1110.8,0.087,129.58,0.92
6767,Peterson-Powell Motors,Independent,VT,406.8,2469.89,0.0627,211.06,0.96
6768,Bryant-Nelson Motors,Franchised,FL,902.5,1026.79,0.0701,218.36,1.02
6769,"Smith, Escobar and Alvarez Motors",Independent,OR,303.08,1283.52,0.0,68.77,0.97
6770,Howard Ltd Motors,Independent,PA,322.16,2069.82,0.0634,152.07,0.97
6771,"Ward, Nichols and Smith Motors",Franchised,TX,270.5,2728.86,0.082,88.79,0.98
6772,Davis LLC Motors,Franchised,CT,491.13,1458.24,0.0635,102.27,1.01
6773,Harrison-Jones Motors,Independent,TN,130.19,2000.34,0.0955,40.44,0.94
6774,Walsh-Fleming Motors,Franchised,TX,353.71,1191.31,0.082,29.08,0.98
6775,Bryant LLC Motors,Independent,OH,142.74,1992.7,0.0724,221.15,0.96
6776,Nguyen Inc Motors,Franchised,NY,490.17,1055.42,0.0852,46.47,1.05
6777,Kramer-Wang Motors,Franchised,WA,129.45,1092.44,0.0929,193.92,1.04
6778,"Tucker, Davis and Fernandez Motors",Independent,OH,161.89,1252.66,0.0724,66.5,0.96
6779,Ford and Sons Motors,Independent,WY,159.76,2683.55,0.0549,190.42,0.93
6780,"Newman, Bowman and Andrews Motors",Franchised,CA,85.0,2507.9,0.0882,140.03,1.08
6781,Cruz Inc Motors,Franchised,PA,302.21,1687.34,0.0634,217.76,0.97
6782,Foster Group Motors,Independent,GA,352.65,2828.97,0.0737,186.16,0.98
6783,Robinson-Jenkins Motors,Franchised,NC,130.93,2604.14,0.0698,152.41,0.97
6784,Ramirez-Hawkins Motors,Franchised,NY,133.31,2947.19,0.0852,205.33,1.05
6785,Jones and Sons Motors,Independent,WA,286.66,1605.41,0.0929,196.14,1.04
6786,Lester and Sons Motors,Independent,CT,497.97,2829.48,0.0635,81.3,1.01
6787,Nelson-Richardson Motors,Franchised,NE,424.28,2165.65,0.0697,52.48,0.92
6788,Rice LLC Motors,Franchised,LA,152.11,2034.26,0.0955,131.81,0.94
6789,"Dougherty, Mckinney and Hall Motors",Franchised,KY,377.24,1600.76,0.06,137.9,0.92
6790,Barrett-Campbell Motors,Independent,MI,490.69,2455.23,0.06,68.31,0.95
6791,"Gonzales, Hahn and Chavez Motors",Independent,CO,469.6,2416.56,0.0777,114.52,0.98
6792,"Shields, Alexander and Molina Motors",Independent,NY,168.74,1594.13,0.0852,150.25,1.05
6793,"Mullen, Watkins and Johns Motors",Independent,IL,179.02,2719.86,0.0881,147.64,0.99
6794,Wood-Moore Motors,Independent,NY,284.98,1329.58,0.0852,219.77,1.05
6795,Spencer Group Motors,Independent,GA,250.56,1220.64,0.0737,205.32,0.98
6796,Thomas LLC Motors,Independent,NY,401.07,1445.6,0.0852,126.3,1.05
6797,Nelson LLC Motors,Franchised,ME,370.54,2669.84,0.055,145.74,0.95
6798,Hernandez-Davis Motors,Franchised,NY,328.54,1540.42,0.0852,129.46,1.05
6799,Rollins-Duarte Motors,Independent,TX,107.51,1250.72,0.082,116.53,0.98
6800,Gray-Melton Motors,Franchised,NC,445.66,2252.97,0.0698,167.8,0.97
6801,"Crosby, Jones and Cunningham Motors",Independent,CA,85.0,1018.97,0.0882,33.49,1.08
6802,Spencer-Anderson Motors,Independent,TX,379.6,1456.11,0.082,105.12,0.98
6803,Anderson-Rodriguez Motors,Franchised,FL,643.99,1811.04,0.0701,162.38,1.02
6804,"Bauer, Grant and Campbell Motors",Franchised,GA,487.6,1251.78,0.0737,73.65,0.98
6805,Bowers LLC Motors,Franchised,OH,161.52,1441.65,0.0724,180.29,0.96
6806,Graham LLC Motors,Franchised,LA,192.37,2435.66,0.0955,75.03,0.94
6807,Anderson Group Motors,Franchised,WA,432.07,2824.74,0.0929,159.15,1.04
6808,Brown PLC Motors,Franchised,OH,159.32,1217.47,0.0724,165.7,0.96
6809,Bright PLC Motors,Franchised,PA,400.86,2639.18,0.0634,101.18,0.97
6810,Chavez Inc Motors,Independent,NY,464.58,1982.68,0.0852,197.59,1.05
6811,"Lopez, Sutton and Cooper Motors",Franchised,AZ,268.44,2757.6,0.084,150.0,0.96
6812,Brown and Sons Motors,Independent,CA,85.0,1251.75,0.0882,145.13,1.08
6813,Rich-Chambers Motors,Franchised,CA,85.0,1434.86,0.0882,87.64,1.08
6814,"Grant, Harvey and Pacheco Motors",Independent,MN,311.0,1896.75,0.0749,82.77,0.95
6815,Mejia-Smith Motors,Franchised,GA,163.17,2668.13,0.0737,217.38,0.98
6816,"Thompson, Roberts and Buckley Motors",Independent,TX,358.95,2232.91,0.082,160.3,0.98
6817,Hayes Group Motors,Independent,FL,955.8,2575.03,0.0701,183.44,1.02
6818,"Newman, Reynolds and Thomas Motors",Independent,MS,132.97,1498.39,0.0707,142.0,0.9
6819,Conner LLC Motors,Franchised,KY,415.86,1862.55,0.06,207.12,0.92
6820,Simmons Group Motors,Independent,MD,396.7,2457.19,0.06,68.44,1.02
6821,Forbes Ltd Motors,Franchised,GA,229.78,2439.41,0.0737,49.37,0.98
6822,Sims LLC Motors,Franchised,NC,325.11,2406.34,0.0698,150.41,0.97
6823,"Walker, Clarke and Nguyen Motors",Independent,VT,272.93,1813.16,0.0627,197.26,0.96
6824,"Allison, Lane and Bennett Motors",Independent,ME,357.97,1291.3,0.055,123.16,0.95
