transaction_id,sale_date,vehicle_id,customer_id,dealership_id,is_new_car,sale_price,total_price,payment_type,loan_id,trade_in_value,dealer_fees,incentive_value
14448,4/4/2022,578,33029,11011,FALSE,53320.96,33972.86,Loan,12297,21998.76,385.03,0
14449,4/4/2022,2529,86664,22704,TRUE,38429.95,20108.08,Loan,12298,20937.21,1373.38,0
14450,4/4/2022,2137,91082,20476,FALSE,22653.53,25265.89,Cash,0,0,364.52,0
14451,4/4/2022,1642,50500,746,TRUE,51864.85,58231.92,Loan,12299,0,2546.2,0
14452,4/4/2022,114,68107,15803,TRUE,26703.74,29942.36,Loan,12300,0,1556.97,0
14453,4/4/2022,3274,14569,2566,FALSE,48698.46,53361.34,Loan,12301,0,406.27,0
14454,4/4/2022,4651,28075,5553,FALSE,25989.71,16464.1,Loan,12302,11061.53,309.51,0
14455,4/5/2022,3368,30907,6814,FALSE,50077.38,54221.95,Loan,12303,0,311,0
14456,4/5/2022,2695,43553,8210,FALSE,58931.69,64431.2,Lease,12304,0,467.45,0
14457,4/5/2022,1116,86203,7284,TRUE,40656.62,25977.39,Loan,12305,19068.67,2822.07,0
14458,4/5/2022,2673,46483,368,FALSE,25269.13,17988.15,Loan,12306,8840.43,302.93,0
14459,4/5/2022,4976,99343,22583,FALSE,45987.8,45618.83,Loan,12307,4242.3,85,0
14460,4/5/2022,2268,61783,21155,FALSE,33456.91,36634.01,Loan,12308,0,666.24,0
14461,4/5/2022,3311,25598,13431,FALSE,38627.1,42377.48,Loan,12309,0,376.89,0
14462,4/5/2022,572,7789,22157,FALSE,53722.27,31613.37,Loan,12310,24253.78,179.54,0
14463,4/5/2022,866,78138,14622,TRUE,47375.58,52139,Lease,12311,0,1678.7,0
14464,4/5/2022,4622,19386,13021,TRUE,55594.01,61103.01,Loan,12312,0,2158.81,0
14465,4/5/2022,4050,98415,23167,TRUE,73412.78,79395.14,Loan,12313,0,1298.26,0
14466,4/5/2022,245,17257,7714,FALSE,36013.11,21833.53,Cash,0,15902.87,190.49,0
14467,4/5/2022,2267,4885,3763,FALSE,17097.4,4067,Loan,12314,13858.44,484.86,1820.9
14468,4/5/2022,1210,94033,13959,FALSE,40351.14,44649.72,Cash,0,0,399.26,0
14469,4/5/2022,2933,55765,13718,FALSE,74924.19,50716.47,Loan,12315,27977.23,140.92,0
14470,4/5/2022,4795,4214,11636,FALSE,22680.75,25265.02,Loan,12316,0,401.16,0
14471,4/5/2022,1169,92277,12919,TRUE,65086.17,73764.52,Loan,12317,0,2733.88,0
14472,4/5/2022,4972,37841,2788,FALSE,60973.31,56866.77,Loan,12318,8701.25,751.88,0
14473,4/5/2022,1018,64455,170,TRUE,62174.8,64450.69,Loan,12319,3860.26,2597.08,0
14474,4/5/2022,2630,96329,22004,FALSE,40905.45,44337.71,Loan,12320,0,185.75,0
14475,4/5/2022,2167,31681,8198,FALSE,79523.63,86494.82,Cash,0,0,115.89,0
14476,4/5/2022,1014,2327,6010,FALSE,93358.1,100593.61,Loan,12321,0,601.2,0
14477,4/5/2022,1798,6706,4751,FALSE,22799.39,24907.9,Loan,12322,0,446.2,0
14478,4/6/2022,1711,62005,18513,FALSE,115560.28,124028.68,Lease,12323,0,256.15,0
14479,4/6/2022,3084,32137,19424,TRUE,113125.97,114604.34,Loan,12324,8643.66,1528.29,0
14480,4/6/2022,4595,50566,22476,FALSE,38475.96,42115.7,Loan,12325,0,189.92,0
14481,4/6/2022,4946,7302,2952,FALSE,37316.14,40848.35,Cash,0,0,294.82,0
14482,4/6/2022,4720,39548,421,FALSE,43413.85,47093.67,Lease,12326,0,342.66,0
14483,4/6/2022,3170,71410,12795,FALSE,28169.78,30950.57,Loan,12327,0,270.57,0
14484,4/6/2022,724,2709,14289,FALSE,20384.84,8540.53,Loan,12328,12730,133.35,0
14485,4/6/2022,1686,93862,22239,FALSE,22546.39,24701.57,Loan,12329,0,429.02,0
14486,4/6/2022,965,96733,12039,TRUE,82135.81,60094.85,Loan,12330,27286.92,1784.62,0
14487,4/6/2022,3266,53431,5012,FALSE,37258.47,15503.32,Loan,12331,22920.18,220.53,0
14488,4/6/2022,3749,8155,3465,TRUE,34499.69,40245.16,Lease,12332,0,2692.69,0
14489,4/6/2022,1031,15990,3530,FALSE,74050.46,79933.9,Loan,12333,0,397.74,0
14490,4/6/2022,2772,98972,20640,FALSE,76866.41,32591.54,Loan,12334,47015.05,85,0
14491,4/6/2022,2119,51454,2865,TRUE,53460.99,36686.01,Cash,0,20659.86,1445.33,0
14492,4/6/2022,4549,1456,19329,FALSE,25787.02,15717.53,Cash,0,11557.81,85,0
14493,4/6/2022,2073,16616,18849,FALSE,52581.94,56495.8,Loan,12335,0,112.16,0
14494,4/6/2022,1912,34040,15887,FALSE,50815.94,18392.24,Loan,12336,34224.55,292.25,0
14495,4/6/2022,1780,65358,8351,TRUE,88290.89,74464.22,Loan,12337,21562.94,2370.55,1820.9
14496,4/6/2022,2784,82896,19152,FALSE,19559.49,6366.59,Loan,12338,14179.36,446.1,0
14497,4/6/2022,3100,45329,811,FALSE,76177.87,82075.8,Loan,12339,0,358.22,0
14498,4/6/2022,3198,8945,13149,FALSE,17742.33,7671.65,Loan,12340,11009.67,356.73,0
14499,4/6/2022,873,89316,8342,TRUE,50863.28,42241.03,Loan,12341,13638.58,2658.6,0
14500,4/7/2022,15,26223,5127,FALSE,28053.27,30270.54,Loan,12342,0,321.38,0
14501,4/7/2022,1077,99795,9747,TRUE,59838.88,51548.53,Cash,0,13085.94,1165.8,0
14502,4/7/2022,2439,81029,5468,FALSE,48261.01,43986.21,Loan,12343,7082.15,226.41,1820.9
14503,4/7/2022,1841,10272,3583,FALSE,34468.25,37083.85,Loan,12344,0,367.31,0
14504,4/7/2022,2553,39709,15406,FALSE,44718.44,37089.05,Loan,12345,10997.95,917.47,0
14505,4/7/2022,407,99098,19636,TRUE,95414.6,89996.84,Loan,12346,12540.48,2239.47,0
14506,4/7/2022,3364,51963,18997,FALSE,59655.84,55683.41,Loan,12347,8233.97,534.57,0
14507,4/7/2022,4878,75149,17123,FALSE,42514.13,27614.16,Lease,12348,17510.6,446.91,0
14508,4/7/2022,2462,68454,6405,FALSE,97084.4,105848.83,Lease,12349,0,85,0
14509,4/7/2022,4494,16060,5017,FALSE,57032.24,62249.41,Loan,12350,0,85,0
14510,4/7/2022,3646,7493,18333,TRUE,79548.41,88100.5,Loan,12351,0,3285.4,0
14511,4/7/2022,1399,27313,16017,FALSE,37674.82,40269.29,Loan,12352,0,446.37,0
14512,4/7/2022,2188,35863,2205,FALSE,28874.94,19022.33,Loan,12353,11777.35,296.51,0
14513,4/7/2022,2836,23729,14260,FALSE,64756.16,27956.79,Cash,0,39213.39,85,0
14514,4/7/2022,1210,30516,2678,FALSE,46327.1,50609.82,Loan,12354,0,85,0
14515,4/7/2022,3907,78868,3652,FALSE,79115.61,86696.68,Loan,12355,0,396.44,0
14516,4/7/2022,882,72248,7105,FALSE,128277.82,138353.74,Lease,12356,0,954.24,0
14517,4/7/2022,3292,70518,22062,FALSE,28879.65,32042.68,Lease,12357,0,418.99,0
14518,4/7/2022,1449,13716,14887,FALSE,52981.04,40326.52,Loan,12358,15954.37,499.39,0
14519,4/7/2022,4198,42474,10258,FALSE,22172.46,1356.51,Loan,12359,21534.65,473.82,0
14520,4/7/2022,4777,76445,4280,FALSE,21813.11,24125.7,Loan,12360,0,308.79,0
14521,4/7/2022,3511,44532,11580,FALSE,23441.53,26067.24,Loan,12361,0,203.6,0
14522,4/7/2022,3025,77512,14112,FALSE,26719.66,5538.62,Loan,12362,21766.09,161.67,0
14523,4/8/2022,4494,3392,2884,FALSE,57011.44,51633.42,Lease,12363,9817.31,85,0
14524,4/8/2022,1905,33536,19726,FALSE,28626.04,31671.38,Loan,12364,0,463.54,0
14525,4/8/2022,3172,32060,17282,TRUE,33808.44,37434.15,Loan,12365,0,1272.5,0
14526,4/8/2022,4832,50812,13509,FALSE,62266.05,46001.93,Cash,0,19245.27,209.03,1820.9
14527,4/8/2022,1002,49562,17381,FALSE,43013.15,45956.01,Cash,0,0,303.86,0
14528,4/8/2022,947,47476,15940,FALSE,29157.63,29465.03,Lease,12366,0,196.4,0
14529,4/8/2022,4787,32880,23017,TRUE,38322.03,13153.99,Loan,12367,28002.44,1912.31,0
14530,4/8/2022,4929,49815,15978,FALSE,48064.15,52802.65,Loan,12368,0,388.91,0
14531,4/8/2022,633,7754,20495,FALSE,22553.73,24414.34,Loan,12369,0,487.01,0
14532,4/8/2022,2113,82326,14765,FALSE,68030.08,60478.88,Lease,12370,12206.36,469.26,0
14533,4/8/2022,1738,45425,5568,FALSE,58966.69,64988.33,Loan,12371,0,467.72,0
14534,4/8/2022,970,37680,7376,FALSE,26562.66,13382.31,Lease,12372,14366.34,85,0
14535,4/8/2022,3576,25391,23638,FALSE,27393.44,13758.76,Loan,12373,15000.06,409.18,0
14536,4/8/2022,2681,90921,21244,TRUE,46956.48,53267.16,Loan,12374,0,3288.92,0
14537,4/8/2022,2023,49906,23748,FALSE,50834.26,51245.49,Loan,12375,0,206.38,0
14538,4/8/2022,4905,50408,12154,TRUE,47364.62,2060.02,Loan,12376,48582.9,3231.94,0
14539,4/8/2022,1405,74435,4286,FALSE,56451.94,13291.17,Loan,12377,44199.64,173.95,0
14540,4/8/2022,4259,91596,7520,FALSE,31774.16,17543.42,Loan,12378,15893.93,85,0
14541,4/8/2022,2753,20708,23090,FALSE,42464.32,45815.86,Loan,12379,0,305.27,0
14542,4/8/2022,1251,94914,12059,TRUE,112340.14,123702.78,Loan,12380,0,2035.91,0
14543,4/8/2022,852,72997,4740,FALSE,18498.59,10989.66,Loan,12381,8549.26,333.71,0
14544,4/8/2022,2283,46187,8647,TRUE,141039.46,133597.11,Cash,0,19198.13,2878.76,0
14545,4/8/2022,2544,74104,716,FALSE,35602.6,38467.2,Loan,12382,0,273.99,0
14546,4/8/2022,3104,99046,24596,FALSE,131058.02,128648.05,Loan,12383,13762.83,423.92,0
14547,4/9/2022,3927,21534,22236,TRUE,90695.45,102722.1,Loan,12384,0,3287.36,0
14548,4/9/2022,718,77838,21751,FALSE,45834.42,50155.89,Loan,12385,0,85,0
14549,4/9/2022,353,50505,5837,FALSE,22031.28,22257.17,Loan,12386,0,103.08,0
14550,4/9/2022,2967,60733,6374,FALSE,24893.85,27691.3,Loan,12387,0,449.82,0
14551,4/9/2022,1945,79232,19953,FALSE,29880,31984.92,Loan,12388,0,320.45,0
14552,4/9/2022,234,12374,19243,FALSE,58136.62,62443.41,Loan,12389,0,172.55,0
14553,4/9/2022,155,1446,3182,FALSE,22680.62,24820.48,Loan,12390,0,117.5,0
14554,4/9/2022,2478,15450,19834,FALSE,77895.79,78422.37,Loan,12391,0,417.45,0
14555,4/9/2022,2926,4564,5013,FALSE,55686.57,59865.22,Cash,0,0,208.75,0
14556,4/9/2022,271,10137,22297,FALSE,29018.51,32196.99,Loan,12392,0,391.63,0
14557,4/9/2022,83,52000,2456,FALSE,119774.29,130044.41,Loan,12393,0,393.57,0
14558,4/9/2022,2920,99836,14417,TRUE,42067.59,30417.65,Loan,12394,16928.04,2720.85,0
14559,4/9/2022,2079,50154,17625,FALSE,34506.98,5022.36,Lease,12395,30284.19,463.02,0
14560,4/9/2022,2094,31093,4404,FALSE,26024.88,28335.37,Lease,12396,0,459.69,0
14561,4/9/2022,2962,88362,13163,FALSE,27885.64,30186.65,Cash,0,0,472.5,0
14562,4/9/2022,426,37376,4030,FALSE,33328.19,5691.87,Loan,12397,28272.2,177.14,0
14563,4/9/2022,1721,83451,15059,TRUE,25211.08,17457.35,Loan,12398,11680.23,2903.63,0
14564,4/9/2022,647,37645,15106,TRUE,28508.21,31290.52,Cash,0,0,2609.93,0
14565,4/9/2022,3263,38247,23604,TRUE,96138.21,86232.33,Lease,12399,17868.04,2878.45,0
14566,4/9/2022,3887,60122,24388,FALSE,22196.84,21906.17,Loan,12400,2162.07,287.87,0
14567,4/9/2022,147,46533,23708,TRUE,42316.22,46036.29,Loan,12401,1625.15,2751.47,0
14568,4/9/2022,2926,97691,4983,FALSE,48317.13,38441.59,Loan,12402,12299.68,319.58,0
14569,4/9/2022,3400,57985,9332,TRUE,69222.4,76217.87,Lease,12403,0,1154.61,0
14570,4/9/2022,866,32239,10661,TRUE,47890.73,38487.95,Loan,12404,14760.65,2850.06,0
14571,4/9/2022,539,69057,15853,FALSE,68029.07,73881.18,Loan,12405,0,208.84,1820.9
14572,4/9/2022,4962,31572,789,FALSE,41511.92,23267.6,Cash,0,20289.74,316.58,0
14573,4/9/2022,4136,58122,16579,FALSE,58262.83,63633.55,Loan,12406,0,85,0
14574,4/9/2022,4488,45542,24064,FALSE,56784.09,62418.13,Loan,12407,0,215.95,0
14575,4/9/2022,3828,53591,9897,FALSE,57974.21,61832.45,Loan,12408,0,183.12,0
14576,4/9/2022,2651,43227,1278,FALSE,65408.96,70343.03,Loan,12409,0,298.56,0
14577,4/9/2022,542,83463,15187,FALSE,65874.08,71095.51,Loan,12410,0,359.34,0
14578,4/9/2022,697,44238,8055,FALSE,46187.68,50857.12,Loan,12411,0,189.71,0
14579,4/10/2022,2226,27636,7400,FALSE,30175.86,33108.74,Loan,12412,0,680.23,0
14580,4/10/2022,2198,27982,1498,TRUE,73346.98,82053.15,Loan,12413,0,3153.68,0
14581,4/10/2022,1746,31065,21331,FALSE,68812.12,60214.46,Loan,12414,13809.87,324.13,0
14582,4/10/2022,194,7485,1441,FALSE,21221.87,21636.37,Loan,12415,0,194.26,0
14583,4/10/2022,1907,9334,9147,TRUE,58957.59,65042.37,Cash,0,0,2140.61,0
14584,4/10/2022,917,22581,9490,FALSE,18300.93,19880.31,Cash,0,0,314.29,1820.9
14585,4/10/2022,3009,20596,2530,FALSE,80217.86,64471.46,Loan,12416,17038.02,127.03,0
14586,4/10/2022,1980,73137,3796,FALSE,25207.04,6598.13,Loan,12417,32241.39,338.88,0
14587,4/10/2022,804,22205,16721,TRUE,28753.04,20688.25,Loan,12418,11322.86,1736.88,0
14588,4/10/2022,2931,7692,4181,TRUE,45835.08,51651.1,Lease,12419,0,1755.01,0
14589,4/10/2022,1908,12027,9383,FALSE,23276.15,31.97,Loan,12420,23609.05,276.27,0
14590,4/10/2022,153,75934,17043,FALSE,80934.36,87294.72,Cash,0,0,665.57,0
14591,4/10/2022,3509,27423,1790,FALSE,33570.61,11516.88,Loan,12421,23310.34,413.92,0
14592,4/10/2022,2356,31734,15394,FALSE,43551.36,48213.26,Lease,12422,0,397.32,0
14593,4/10/2022,881,23312,3414,FALSE,27935.62,30151.33,Loan,12423,0,333.43,0
14594,4/10/2022,4392,8384,13664,TRUE,28931.61,13881.59,Loan,12424,17871.02,1809.21,0
14595,4/10/2022,1075,16369,4000,TRUE,34932.83,39990.99,Lease,12425,0,2138.3,0
14596,4/10/2022,1638,73848,17040,FALSE,53193.72,56819.83,Lease,12426,0,365.44,0
14597,4/10/2022,2834,43732,11538,FALSE,28195.79,30477.24,Loan,12427,0,113.25,0
14598,4/10/2022,122,49600,17992,TRUE,84400.54,91704.35,Loan,12428,0,1786.56,0
14599,4/10/2022,1542,53144,16983,FALSE,30437.93,32843.72,Lease,12429,0,380.02,0
14600,4/10/2022,2086,71325,3640,FALSE,25706.87,15469.87,Loan,12430,12032.87,650.1,0
14601,4/10/2022,4283,13387,17746,FALSE,64789.22,70667.45,Loan,12431,0,85,0
14602,4/10/2022,3269,88424,5770,FALSE,23233.39,23608.94,Loan,12432,1913.71,211.19,0
14603,4/10/2022,1639,82679,19267,FALSE,54480.74,59419.13,Loan,12433,0,85,0
14604,4/10/2022,3964,42555,3071,FALSE,49729.8,53083.27,Loan,12434,0,341.52,0
14605,4/10/2022,2651,32864,12412,FALSE,68038.7,68699.1,Loan,12435,0,449.51,0
14606,4/10/2022,1686,37424,21647,FALSE,21910.15,24507.76,Lease,12436,0,479.64,0
14607,4/10/2022,2127,3986,9489,FALSE,18030.56,2403.78,Loan,12437,16295.6,473.36,0
14608,4/10/2022,1848,28463,7241,FALSE,24290.93,24610.65,Lease,12438,1771.11,268.9,0
14609,4/10/2022,2329,42188,10170,FALSE,30252.82,4503.58,Loan,12439,26363.37,276.92,0
14610,4/10/2022,4540,33157,6189,FALSE,19030.37,21185.48,Loan,12440,0,454.64,0
14611,4/10/2022,4857,52638,10584,FALSE,48885.9,52151.37,Loan,12441,0,227.61,0
14612,4/10/2022,2425,2294,14592,FALSE,52519.97,56036.01,Lease,12442,0,109.78,0
14613,4/11/2022,4353,22653,19910,FALSE,43818.2,35206.06,Lease,12443,11470.49,300.1,0
14614,4/11/2022,2357,49076,11260,FALSE,32976.14,15927.68,Loan,12444,49186.71,102.6,0
14615,4/11/2022,1814,46674,10274,FALSE,57166.53,49510.35,Lease,12445,11918.59,85,0
14616,4/11/2022,2661,4423,23645,FALSE,35218.57,37769.2,Cash,0,0,417.99,0
14617,4/11/2022,1917,15388,1598,FALSE,23030.64,23507.59,Loan,12446,1642.63,85,0
14618,4/11/2022,4350,54641,24133,FALSE,58315.51,63743.88,Loan,12447,0,85,0
14619,4/11/2022,2688,84387,4296,FALSE,32786.12,36038.24,Lease,12448,0,393.73,0
14620,4/11/2022,4730,72738,2776,FALSE,66414.17,71773.46,Loan,12449,0,486.31,0
14621,4/11/2022,2873,56794,1619,FALSE,18690.97,20404.96,Loan,12450,0,423.57,0
14622,4/11/2022,3842,4505,4966,FALSE,64152.14,60718.36,Loan,12451,7966.86,570.76,0
14623,4/11/2022,3225,43811,468,FALSE,77328.63,58172.8,Loan,12452,23285.09,485.81,0
14624,4/11/2022,3307,43751,8209,FALSE,31281.93,34529.19,Cash,0,0,360.36,1820.9
14625,4/11/2022,1843,15199,7341,FALSE,23886.03,13089.09,Loan,12453,37563.23,481.74,0
14626,4/11/2022,4944,30213,2267,TRUE,107827.73,89601.75,Loan,12454,25056.17,1921.66,0
14627,4/11/2022,676,10138,15214,FALSE,20655.07,5790.18,Loan,12455,26647.11,85,0
14628,4/11/2022,2486,71932,2283,FALSE,58181.26,28163.98,Loan,12456,32423.66,452.46,0
14629,4/11/2022,3884,46040,12197,FALSE,33428.84,14172.43,Lease,12457,20793.13,121.99,0
14630,4/11/2022,2241,94429,20611,FALSE,34776.82,26292.25,Loan,12458,10474.73,427.9,0
14631,4/11/2022,2036,70098,267,TRUE,120788.19,132999.64,Loan,12459,0,1964.3,0
14632,4/11/2022,1687,1637,20191,FALSE,32338.68,10468.91,Loan,12460,22925.73,85,0
14633,4/11/2022,3684,82914,15552,TRUE,96255.24,86305.58,Cash,0,19569.1,3001.59,0
14634,4/11/2022,177,41039,12374,FALSE,72828.28,57894.78,Loan,12461,19847.39,369.12,0
14635,4/11/2022,2915,34167,15809,FALSE,51439.84,51981.76,Loan,12462,0,478.22,0
14636,4/11/2022,1385,14272,10854,TRUE,30936.78,36522.07,Cash,0,0,3183.89,1820.9
14637,4/11/2022,195,31254,24534,FALSE,50653.05,22806.45,Lease,12463,29423.48,359.16,0
14638,4/11/2022,843,30070,83,FALSE,68439.99,70490.33,Loan,12464,2442.81,245.86,0
14639,4/11/2022,2521,19369,3266,TRUE,103880.68,97485.39,Loan,12465,15859.7,1647.9,0
14640,4/12/2022,249,29973,20296,FALSE,32012.39,25278.09,Cash,0,9052.23,245.37,0
14641,4/12/2022,4617,99228,17126,FALSE,56125.69,59822.43,Loan,12466,0,275.77,0
14642,4/12/2022,4400,29800,20027,FALSE,63223.38,24769.85,Loan,12467,40570.54,200.2,0
14643,4/12/2022,892,73885,16890,FALSE,41945.21,45934.22,Lease,12468,0,839.78,1820.9
14644,4/12/2022,4870,12907,19706,FALSE,28241.31,30643.97,Loan,12469,0,295.93,0
14645,4/12/2022,4258,95907,12460,FALSE,74294.31,70666.58,Loan,12470,9472.98,254.07,0
14646,4/12/2022,4420,36060,6291,FALSE,76224.21,68722.35,Loan,12471,13010.01,126.71,0
14647,4/12/2022,326,27331,13537,FALSE,23830.75,25910.44,Loan,12472,0,369.62,0
14648,4/12/2022,3855,65171,12196,FALSE,29688.57,32209.01,Lease,12473,0,148.8,0
14649,4/12/2022,3533,92099,10673,FALSE,33913.64,36471.1,Loan,12474,883.4,974.8,0
14650,4/12/2022,1399,97638,12829,FALSE,39223.6,7375.17,Loan,12475,32749.63,312.51,0
14651,4/12/2022,4564,64294,12399,TRUE,56187.34,62525.2,Loan,12476,0,2328.82,0
14652,4/12/2022,394,64022,22677,TRUE,61128.33,67104.62,Lease,12477,0,2049.31,0
14653,4/12/2022,4931,63386,15500,FALSE,35874.2,18044.48,Loan,12478,19195.77,238.63,0
14654,4/12/2022,1241,46666,13099,TRUE,53110.84,43202.75,Loan,12479,14310.09,1879.07,0
14655,4/12/2022,1780,82698,12020,TRUE,99390.08,93158.84,Lease,12480,14804.83,1089.76,0
14656,4/12/2022,2588,95020,18693,TRUE,60776.1,68406.52,Loan,12481,0,2509.09,0
14657,4/12/2022,2328,50900,22833,FALSE,122279.6,109178.07,Loan,12482,22548.73,496.37,0
14658,4/12/2022,20,49171,19949,TRUE,56195.47,50220.2,Loan,12483,11085.75,1614.2,0
14659,4/12/2022,4458,67827,11401,FALSE,47543.15,51911.93,Loan,12484,0,370.71,0
14660,4/12/2022,1916,11892,2326,FALSE,65888.23,68730.56,Loan,12485,1662.69,185.05,0
14661,4/12/2022,436,53615,11172,FALSE,51971.61,55673.61,Lease,12486,0,427.41,1820.9
14662,4/12/2022,38,5277,10596,FALSE,34229.91,37383.9,Cash,0,0,102.65,0
14663,4/13/2022,1072,117,8724,TRUE,41714.14,35746.05,Loan,12487,10338.28,1530.6,0
14664,4/13/2022,4116,8377,18633,FALSE,28804.64,30166.28,Loan,12488,1700.73,381.11,0
14665,4/13/2022,3728,78252,470,FALSE,62006.32,38874.22,Loan,12489,25557.8,214.9,0
14666,4/13/2022,1087,64366,2513,FALSE,38690.23,42085.55,Lease,12490,0,443.73,0
14667,4/13/2022,1026,80247,13105,TRUE,37017.36,39644.97,Loan,12491,1152.9,1475.28,0
14668,4/13/2022,2089,58083,9023,TRUE,54879.03,29187.2,Loan,12492,29435.96,1836.56,0
14669,4/13/2022,1454,89288,21395,FALSE,37918.08,41621.97,Loan,12493,0,131.4,0
14670,4/13/2022,2267,60527,22714,FALSE,18095.84,19893.38,Loan,12494,0,102.34,1820.9
14671,4/13/2022,2952,63679,11152,FALSE,56934.55,60823.93,Loan,12495,0,191.41,0
14672,4/13/2022,1095,65545,10228,TRUE,46159.57,52780.85,Cash,0,0,2980.08,0
14673,4/13/2022,1887,16478,20723,FALSE,58801.97,62595.75,Loan,12496,0,207.95,0
14674,4/13/2022,2229,51084,18860,FALSE,61139.9,66120.86,Loan,12497,0,394.06,0
14675,4/13/2022,4832,11904,17184,FALSE,78096.64,71819.83,Loan,12498,12403.75,455.09,0
14676,4/13/2022,610,48438,13762,FALSE,144013.36,155085.04,Lease,12499,0,297.97,0
14677,4/13/2022,4881,85407,24812,FALSE,63728.57,53714.4,Cash,0,13402.63,430.95,0
14678,4/13/2022,3319,6420,9445,FALSE,23308.53,640.1,Loan,12500,24254.48,229.01,0
14679,4/13/2022,2986,41602,59,FALSE,53356.22,58278.39,Loan,12501,0,85,0
14680,4/13/2022,398,56264,20346,FALSE,21670.56,23222.51,Lease,12502,0,214.27,0
14681,4/13/2022,3354,62325,2388,FALSE,18187.5,10943.88,Loan,12503,8469.96,441.92,1820.9
14682,4/13/2022,2161,7087,3951,TRUE,111147.31,102139.59,Cash,0,18636.08,1299.44,0
14683,4/13/2022,3248,84321,24344,FALSE,48409.45,42691.19,Loan,12504,9140.6,434.54,0
14684,4/13/2022,343,46821,2446,FALSE,22424.59,24654.65,Lease,12505,0,206.7,0
14685,4/14/2022,1931,81545,9869,TRUE,50634.75,46011.05,Loan,12506,11139.88,2970.92,0
14686,4/14/2022,3468,69900,8920,FALSE,27384.09,29420.6,Loan,12507,0,367.14,0
14687,4/14/2022,3614,73676,3927,FALSE,15859.26,8831.86,Lease,12508,8028.48,402.23,0
14688,4/14/2022,4515,19748,8287,FALSE,45134.34,26187.61,Cash,0,21225.63,372.98,0
14689,4/14/2022,3637,33371,14708,FALSE,31768.25,25869.72,Loan,12509,8181.6,325.37,0
14690,4/14/2022,257,30363,24419,FALSE,11893.53,97.29,Loan,12510,12106.21,276.23,0
14691,4/14/2022,318,44212,20995,FALSE,66271.4,71613.47,Loan,12511,0,490.94,0
14692,4/14/2022,4551,2620,5926,FALSE,63138.6,67521.98,Loan,12512,0,388.18,0
14693,4/14/2022,2250,32756,13870,TRUE,45616.29,51802.9,Lease,12513,0,2855.31,0
14694,4/14/2022,3869,47385,23480,FALSE,25329.82,6456.71,Cash,0,19803.37,393.48,0
14695,4/14/2022,3654,67158,24520,FALSE,62599.59,41695.85,Loan,12514,24140.11,372.76,0
14696,4/14/2022,2500,85985,13895,FALSE,14293.5,15618.76,Loan,12515,0,320.75,0
14697,4/14/2022,1947,45822,127,FALSE,26390.02,29025.39,Loan,12516,0,407.92,0
14698,4/14/2022,531,27803,14994,TRUE,32849.24,19709.54,Cash,0,17141.12,2589.19,0
14699,4/14/2022,2412,43493,14373,FALSE,17601.42,19824.65,Loan,12517,0,488.25,0
14700,4/14/2022,63,19992,16482,TRUE,55638.8,61491.68,Loan,12518,0,1533.92,0
14701,4/14/2022,1723,23268,3708,FALSE,27346.11,30112.79,Loan,12519,0,316.43,0
14702,4/14/2022,530,1863,1492,TRUE,42720.19,47189.16,Loan,12520,0,1735.99,1820.9
14703,4/14/2022,4281,31836,1629,FALSE,70375.73,54960.04,Lease,12521,20022.9,85,0
14704,4/14/2022,1765,47958,23550,TRUE,66102.28,73014.97,Loan,12522,0,1964.89,0
14705,4/14/2022,890,38468,17784,FALSE,15354.14,16947.47,Lease,12523,0,85,0
14706,4/14/2022,4312,69387,5999,FALSE,48416.93,52423.15,Loan,12524,0,385.12,1820.9
14707,4/14/2022,3666,77403,8571,TRUE,29102.56,34898.41,Loan,12525,0,3146.39,0
14708,4/15/2022,3266,20349,14110,FALSE,35679.91,39203.57,Loan,12526,0,403.05,0
14709,4/15/2022,1683,76293,11159,FALSE,34235.39,4647,Loan,12527,30142.81,248.31,0
14710,4/15/2022,4741,38123,21359,FALSE,40206.43,44059.19,Lease,12528,0,85,0
14711,4/15/2022,142,48105,14768,FALSE,33911.98,25639.08,Lease,12529,10331.92,271.61,0
14712,4/15/2022,104,53487,23123,TRUE,32645.87,18009.47,Loan,12530,19027.18,3128.3,0
14713,4/15/2022,1978,96694,7582,FALSE,34489.67,20094.17,Loan,12531,16264.67,243.35,0
14714,4/15/2022,3538,53440,15764,FALSE,72763.09,67013.98,Loan,12532,11327.2,85,0
14715,4/15/2022,2219,67652,14772,TRUE,61375.04,54929.18,Loan,12533,11103.62,1330.41,1820.9
14716,4/15/2022,1850,530,20806,FALSE,31681.98,34578.72,Loan,12534,0,144.38,0
14717,4/15/2022,1393,36934,6552,FALSE,55727.09,60207.77,Loan,12535,0,417.82,0
14718,4/15/2022,4115,9383,18414,TRUE,61823.87,47183.68,Loan,12536,19758.74,2053.11,0
14719,4/15/2022,2259,56618,11431,FALSE,28776.7,1326.18,Lease,12537,28075.54,532.67,0
14720,4/15/2022,4270,23978,5315,TRUE,117083.26,120404.58,Loan,12538,6932.71,2412.02,0
14721,4/15/2022,1745,40458,13641,FALSE,51345.82,42999.54,Loan,12539,11713.9,381.66,0
14722,4/15/2022,6,84740,12618,FALSE,33194.71,36475.71,Loan,12540,0,363.65,0
14723,4/15/2022,4081,98583,17408,FALSE,85646.59,92412.5,Loan,12541,0,317.07,0
14724,4/15/2022,249,66149,11040,FALSE,31324.71,34193.99,Lease,12542,0,178.19,0
