loan_id,transaction_id,loan_amount,down_payment,loan_term_months,loan_interest_rate,monthly_payment,loan_type
6432,7534,37201.61,6393.56,84,0.0292,490.22,Purchase Loan
6433,7535,96226.3,8209.26,72,0.0442,1523.96,Purchase Loan
6434,7536,48234.8,7029.77,60,0.0342,875.75,Purchase Loan
6435,7537,18392.06,3476.01,72,0.0292,278.79,Purchase Loan
6436,7538,27485.99,2149.29,48,0.0342,613.5,Purchase Loan
6437,7540,59361.06,8199.08,84,0.0292,782.22,Purchase Loan
6438,7541,35614.15,5491.08,60,0.0692,703.86,Purchase Loan
6439,7543,44850.76,9457.34,72,0.0342,689.91,Purchase Loan
6440,7544,1118.32,2496.18,72,0.0342,17.2,Purchase Loan
6441,7545,34028.61,4288.77,48,0.0442,774.75,Purchase Loan
6442,7546,37762.42,7580.33,84,0.0442,523.5,Purchase Loan
6443,7547,36112.38,3531.25,72,0.0192,271.39,Lease
6444,7548,42306.77,6127.37,72,0.0342,650.78,Purchase Loan
6445,7550,50320.77,9839.22,84,0.0192,640.69,Purchase Loan
6446,7552,37641.54,3677.03,48,0.0342,840.18,Purchase Loan
6447,7553,40871.33,7930.5,72,0.0442,647.29,Purchase Loan
6448,7554,55963.96,9237.75,72,0.0742,965.46,Purchase Loan
6449,7555,58580.27,7422.32,48,0.01,1245.5,Purchase Loan
6450,7557,26842.85,3205.14,84,0.0342,359.79,Purchase Loan
6451,7558,66428.63,6396.9,72,0.01,950.96,Purchase Loan
6452,7561,40218.89,2556.18,72,0.0292,609.63,Purchase Loan
6453,7562,28897.97,2831.73,84,0.0342,291.8,Lease
6454,7563,2436.11,3956.86,72,0.0442,38.58,Purchase Loan
6455,7564,10538.72,4902.57,60,0.0442,196.09,Purchase Loan
6456,7565,81335.27,5156.09,84,0.0342,1090.17,Purchase Loan
6457,7566,40406.19,5001.95,72,0.0342,621.54,Purchase Loan
6458,7568,58555.3,8603.09,60,0.0542,1116.31,Purchase Loan
6459,7569,19732.75,7246.73,72,0.0692,335.67,Purchase Loan
6460,7570,55165.03,9739.34,72,0.0442,624.22,Lease
6461,7571,43010.78,10567.52,72,0.0292,651.95,Purchase Loan
6462,7572,36542.68,5616.44,72,0.0442,578.74,Purchase Loan
6463,7574,72082.79,16081.67,60,0.01,1232.17,Purchase Loan
6464,7576,62857.76,5849.31,84,0.0342,376.36,Lease
6465,7578,36572.31,4527.12,60,0.0542,697.22,Purchase Loan
6466,7579,25346.79,2406.53,72,0.0442,401.42,Purchase Loan
6467,7580,163594.19,22404.43,72,0.0292,2479.75,Purchase Loan
6468,7581,24734.97,5511.2,60,0.0692,413.68,Lease
6469,7582,53301.51,8926.51,72,0.0542,369,Lease
6470,7583,41163.29,9649.6,48,0.0892,1022.79,Purchase Loan
6471,7584,9554.01,5998.43,48,0.0542,221.84,Purchase Loan
6472,7585,45795.35,10111.46,72,0.0342,704.44,Purchase Loan
6473,7586,30898.85,6318.2,72,0.0342,326.58,Lease
6474,7587,31445.42,8190.76,84,0.0892,504.65,Purchase Loan
6475,7588,80450.18,11860.17,60,0.0692,1589.98,Purchase Loan
6476,7589,27920.44,2519.08,72,0.0292,423.22,Purchase Loan
6477,7590,32168.92,2010.72,72,0.0342,494.83,Purchase Loan
6478,7592,22263.22,1780.69,84,0.0692,335.14,Purchase Loan
6479,7593,24365.37,4129.2,72,0.0442,385.88,Purchase Loan
6480,7594,30689.47,5592.16,84,0.0442,425.45,Purchase Loan
6481,7595,2880.86,4648.95,36,0.0892,91.5,Purchase Loan
6482,7596,19149.02,2304.84,72,0.0692,325.74,Purchase Loan
6483,7597,36502.67,9176.41,48,0.0342,814.76,Purchase Loan
6484,7598,15994.34,2622.9,84,0.0693,240.85,Purchase Loan
6485,7603,47798.44,5963.27,36,0.0343,1399.11,Purchase Loan
6486,7604,23744.68,3036.75,84,0.0693,357.56,Purchase Loan
6487,7605,29524.49,4741.94,48,0.0293,652.59,Purchase Loan
6488,7606,26911.65,4273.95,84,0.0343,360.83,Purchase Loan
6489,7607,92818.99,7724.8,60,0.0443,1727.47,Purchase Loan
6490,7608,28821.52,9742.65,48,0.0543,669.37,Purchase Loan
6491,7609,25229.2,3234.54,60,0.01,431.26,Purchase Loan
6492,7610,1213.7,2346.27,72,0.0893,188.87,Lease
6493,7611,24299.99,3975.05,72,0.0443,384.96,Purchase Loan
6494,7612,59174.01,13097.83,48,0.0543,681.32,Lease
6495,7614,117859.58,20475.33,48,0.01,2505.87,Purchase Loan
6496,7615,11592.31,6058.7,36,0.0143,845.6,Lease
6497,7616,36475.87,7715.11,84,0.0293,480.82,Purchase Loan
6498,7617,28446.09,2830.79,60,0.0343,209.26,Lease
6499,7620,38352.46,2130.72,72,0.0693,242.15,Lease
6500,7621,20001.44,3874.14,84,0.0743,227.81,Lease
6501,7622,2049.05,4237.48,72,0.0693,34.87,Purchase Loan
6502,7623,59587.15,12958.54,48,0.0893,1480.85,Purchase Loan
6503,7625,36566.86,5127.84,72,0.0893,657.87,Purchase Loan
6504,7626,37776.44,3848.43,72,0.0293,572.78,Purchase Loan
6505,7627,24363.32,5410.61,60,0.0343,442.45,Purchase Loan
6506,7629,39457.35,9302.8,60,0.0343,716.56,Purchase Loan
6507,7630,80751.17,12120.15,84,0.01,792.41,Lease
6508,7631,59491.88,6083.51,60,0.0693,1176.05,Purchase Loan
6509,7633,23264.82,4538.06,72,0.01,333.05,Purchase Loan
6510,7634,21570.67,10731.56,36,0.01,713.81,Lease
6511,7635,55362.18,6329.37,72,0.0143,802.84,Purchase Loan
6512,7636,52173.67,5026.9,60,0.0693,1031.38,Purchase Loan
6513,7638,5924.98,11032.13,36,0.0893,188.22,Purchase Loan
6514,7639,40352.47,3926.03,72,0.0693,686.61,Purchase Loan
6515,7641,41355.32,9706.6,72,0.0193,608.74,Purchase Loan
6516,7643,19239.61,1884.11,60,0.0293,345.11,Purchase Loan
6517,7644,59407.93,8641.08,72,0.0293,362.78,Lease
6518,7645,49110.12,3582.25,36,0.0693,1514.81,Purchase Loan
6519,7646,19381.95,1282.55,60,0.0893,154.04,Lease
6520,7648,34763.35,4385.69,60,0.0293,623.57,Purchase Loan
6521,7649,46241.11,10494.79,72,0.0343,711.5,Purchase Loan
6522,7650,105897.36,20156.65,60,0.01,1810.18,Purchase Loan
6523,7651,39702.16,5310.17,72,0.0343,357.04,Lease
6524,7652,37566.21,2834.13,36,0.0443,1116.3,Purchase Loan
6525,7653,55341.85,11849.02,72,0.01,792.25,Purchase Loan
6526,7654,9867.6,3299.03,72,0.0293,149.62,Purchase Loan
6527,7655,46850.33,9880.5,72,0.0343,422,Lease
6528,7656,50234.22,8125.4,60,0.0293,901.08,Purchase Loan
6529,7657,21390.18,8573.65,60,0.0743,427.9,Purchase Loan
6530,7658,31808.24,6170.31,72,0.0443,503.9,Purchase Loan
6531,7659,45654.32,8785.15,36,0.0293,1326.27,Purchase Loan
6532,7660,28983.07,5048.66,60,0.0143,369.97,Lease
6533,7661,52596.54,5551.86,60,0.0193,920.29,Purchase Loan
6534,7662,43635.67,14919.26,72,0.0443,691.27,Purchase Loan
6535,7663,68683.49,11923.26,60,0.0693,1357.75,Purchase Loan
6536,7665,23579.45,5073.07,60,0.0343,428.21,Purchase Loan
6537,7666,34621.84,4730.52,60,0.0143,295.49,Lease
6538,7667,64163.18,3309.91,72,0.0343,987.27,Purchase Loan
6539,7668,2607.73,2429.45,72,0.0443,41.31,Purchase Loan
6540,7669,43377.31,12954.94,72,0.01,620.97,Purchase Loan
6541,7670,61959.99,9146.22,72,0.0743,1069.2,Purchase Loan
6542,7671,65713.89,8664.27,72,0.0443,1041.03,Purchase Loan
6543,7673,74368.14,8415.68,60,0.0443,1384.08,Purchase Loan
6544,7674,18851.71,8863.94,84,0.01,232.47,Purchase Loan
6545,7675,7791.16,3687.34,72,0.0893,140.17,Purchase Loan
6546,7676,48798.68,8336.14,36,0.0543,1471.98,Purchase Loan
6547,7678,41585.17,7242.55,60,0.0293,342.76,Lease
6548,7679,21510.34,1621.59,72,0.0893,386.99,Purchase Loan
6549,7681,26135.69,2586.48,72,0.0693,444.71,Purchase Loan
6550,7682,71837.15,8537.35,72,0.01,1028.39,Purchase Loan
6551,7683,52368.47,10476.75,84,0.0443,726.23,Purchase Loan
6552,7684,52422,14459.72,60,0.0193,917.24,Purchase Loan
6553,7685,23468.37,3846.77,72,0.0343,361.1,Purchase Loan
6554,7686,42631.28,8884.63,72,0.0443,353.98,Lease
6555,7688,31279.85,6144.13,60,0.0343,568.05,Purchase Loan
6556,7689,33834.87,6711.8,72,0.0293,513.02,Purchase Loan
6557,7690,33248.03,8168.77,84,0.0443,461.07,Purchase Loan
6558,7691,15399.29,4553.9,72,0.0693,262.03,Purchase Loan
6559,7692,22878.48,4136.01,84,0.0443,317.27,Purchase Loan
6560,7693,21643.49,3942.96,48,0.0443,492.87,Purchase Loan
6561,7696,6308.12,6525.05,84,0.0894,101.3,Purchase Loan
6562,7697,50237,4060.75,84,0.0444,276.61,Lease
6563,7700,14558.02,3466.86,72,0.0894,261.98,Purchase Loan
6564,7701,32003.47,2995.68,84,0.0444,443.96,Purchase Loan
6565,7704,5734.01,4516.01,72,0.0444,90.86,Purchase Loan
6566,7706,16549.04,6681.7,72,0.0294,251,Purchase Loan
6567,7707,33826.95,4177.36,60,0.0344,614.46,Purchase Loan
6568,7708,87504.64,14988.05,72,0.0344,1346.81,Purchase Loan
6569,7709,21403.89,2472.92,48,0.0444,487.51,Purchase Loan
6570,7710,33162.76,3947.72,84,0.0544,475.61,Purchase Loan
6571,7712,70093.98,14431.22,60,0.01,1198.17,Purchase Loan
6572,7713,3297.05,3092.57,72,0.0144,47.83,Purchase Loan
6573,7714,33252.2,9153.14,72,0.0194,489.61,Purchase Loan
6574,7716,40347.99,8564.46,72,0.0444,639.37,Purchase Loan
6575,7717,16861.73,2756.97,48,0.0344,376.51,Purchase Loan
6576,7719,33363.78,2036.56,84,0.0344,447.49,Purchase Loan
6577,7720,12250.41,1985.31,72,0.0894,220.46,Purchase Loan
6578,7724,22859.97,2820.4,48,0.0444,520.67,Purchase Loan
6579,7725,31745.09,3774.33,72,0.0744,547.95,Purchase Loan
6580,7726,27092.5,5288.29,36,0.0144,769.39,Purchase Loan
6581,7727,39761.35,9021.72,60,0.0144,488.36,Lease
6582,7728,1812.48,3556.73,72,0.0694,30.85,Purchase Loan
6583,7729,24426.37,4369.99,72,0.0444,387.07,Purchase Loan
6584,7731,40167.58,2222.72,72,0.0694,683.66,Purchase Loan
6585,7732,5498.23,3579.07,72,0.0294,83.39,Purchase Loan
6586,7733,26124.72,4005.91,72,0.0744,450.94,Purchase Loan
6587,7734,55208.51,15776.23,60,0.01,943.72,Purchase Loan
6588,7735,47775.32,9388.35,72,0.0694,813.15,Purchase Loan
6589,7736,55443.7,13449.88,60,0.0194,970.35,Purchase Loan
6590,7737,31341.52,1792.68,48,0.0894,779.04,Purchase Loan
6591,7738,28313.26,3437.65,72,0.0294,429.42,Purchase Loan
6592,7739,25044.19,3903.46,60,0.0894,519.15,Purchase Loan
6593,7740,60787.21,5617.23,48,0.0294,1343.87,Purchase Loan
6594,7741,11627.6,4792.06,48,0.0744,285.69,Lease
6595,7742,34035.77,3882.3,60,0.0694,253.1,Lease
6596,7743,49689.68,10740.34,60,0.01,398.54,Lease
6597,7744,27262.09,12351.54,84,0.0144,341.38,Purchase Loan
6598,7746,62810.98,3456.51,72,0.0894,1130.33,Purchase Loan
6599,7748,35454.92,6854.46,84,0.0694,277.51,Lease
6600,7749,70853.77,5066.18,72,0.01,1014.31,Purchase Loan
6601,7750,20193.33,5653.1,60,0.0744,404.06,Purchase Loan
6602,7751,33795.02,5453.39,72,0.0694,575.2,Purchase Loan
6603,7752,52364.44,8745.14,84,0.0294,690.49,Purchase Loan
6604,7753,23849.64,8918.5,72,0.0194,351.16,Purchase Loan
6605,7755,137483.17,20139.68,60,0.01,2350.1,Purchase Loan
6606,7756,26775.48,3962.89,72,0.0294,406.1,Purchase Loan
6607,7757,95745.18,9291.46,72,0.01,1370.64,Purchase Loan
6608,7758,46755.27,8110.33,72,0.0294,427.82,Lease
6609,7759,12757.96,3395.13,48,0.0144,268.61,Lease
6610,7760,45483.28,15452.92,72,0.0694,774.13,Purchase Loan
6611,7761,22218.12,7934.95,48,0.0344,496.12,Purchase Loan
6612,7762,7336.96,2265.74,72,0.0344,112.93,Purchase Loan
6613,7763,121959.06,9955.57,72,0.0344,1877.11,Purchase Loan
6614,7764,4251.57,3609.68,72,0.0894,76.51,Purchase Loan
6615,7765,22451.42,1844.67,72,0.0894,404.03,Purchase Loan
6616,7767,4942.92,5698.57,84,0.0444,68.57,Purchase Loan
6617,7768,20497.74,3324.95,72,0.0894,368.87,Purchase Loan
6618,7769,36862.84,4594.67,72,0.0344,567.37,Purchase Loan
6619,7770,71564.98,7296.36,72,0.01,1024.49,Purchase Loan
6620,7771,50091.19,10249.22,72,0.0144,726.62,Purchase Loan
6621,7772,30305.67,9377.97,72,0.0894,545.37,Purchase Loan
6622,7773,37049.49,9877.25,84,0.0544,531.35,Purchase Loan
6623,7774,24029.01,8972.92,72,0.0694,381.89,Lease
6624,7775,25961.57,5412.74,72,0.0344,399.58,Purchase Loan
6625,7776,51188.66,9217.45,72,0.0445,345.89,Lease
6626,7777,40415.1,8522.77,60,0.0345,734.32,Purchase Loan
6627,7778,35282.18,8014.42,48,0.0545,819.74,Purchase Loan
6628,7779,48521.58,7008.7,72,0.0345,747.03,Purchase Loan
6629,7780,89043.42,24423.11,72,0.01,1274.7,Purchase Loan
6630,7782,77025.4,12609.06,48,0.0345,1720.27,Purchase Loan
6631,7783,41563.18,7340.56,48,0.0195,512.25,Lease
6632,7784,43646.28,7871.79,72,0.0895,785.66,Purchase Loan
6633,7785,28891.12,3312.46,60,0.0345,524.93,Purchase Loan
6634,7786,34168.43,2148.13,60,0.0895,708.45,Purchase Loan
6635,7787,62399.15,5429.1,60,0.0345,601.06,Lease
6636,7789,29365.75,3421.37,60,0.0695,580.78,Purchase Loan
6637,7790,12297.15,4793.35,72,0.0745,180.18,Lease
6638,7791,73693.17,3726.86,48,0.0695,1762.97,Purchase Loan
6639,7793,21343.54,3634.36,72,0.0345,328.6,Purchase Loan
6640,7794,25309.25,5224.42,60,0.0745,506.54,Purchase Loan
6641,7795,139129.33,18983.98,72,0.01,1991.71,Purchase Loan
6642,7796,14351.61,1509.43,48,0.0295,317.35,Purchase Loan
6643,7798,1084.52,5224.58,48,0.0345,24.22,Purchase Loan
6644,7800,34946.06,6311.59,60,0.0695,275.53,Lease
6645,7801,51498.57,11206.87,60,0.0895,583.5,Lease
6646,7802,53333.81,6374.04,72,0.0195,399.2,Lease
6647,7803,61011.39,12946.93,48,0.0545,1417.52,Purchase Loan
6648,7804,19462.59,2025.07,72,0.0445,308.5,Purchase Loan
6649,7805,26576.88,3132.05,72,0.0295,160.66,Lease
6650,7806,65965.55,10844.8,84,0.01,459.93,Lease
6651,7807,57647.8,11253.32,60,0.01,985.42,Purchase Loan
6652,7808,54267.76,10627.7,84,0.0695,817.72,Purchase Loan
6653,7809,111724.2,6028.03,60,0.01,1909.79,Purchase Loan
6654,7810,3965.76,2678.75,48,0.0695,94.87,Purchase Loan
6655,7811,15130.59,2760.42,72,0.0695,257.6,Purchase Loan
6656,7812,61952.07,10550.68,72,0.0545,1010.72,Purchase Loan
6657,7813,29578.39,1965.93,60,0.0445,550.76,Purchase Loan
6658,7815,4904.52,3945.17,60,0.0695,97,Purchase Loan
6659,7816,39490.14,5981.36,72,0.0195,581.63,Purchase Loan
6660,7817,21961.88,1839.21,72,0.0695,373.9,Purchase Loan
6661,7818,71617.04,13457.79,72,0.01,1025.23,Purchase Loan
6662,7819,36604.65,2279.53,60,0.0345,665.08,Purchase Loan
6663,7820,18128.91,1406.17,72,0.0345,279.11,Purchase Loan
6664,7822,22958.99,3235.46,72,0.0345,353.47,Purchase Loan
6665,7823,21866.03,4825.52,60,0.0895,453.37,Purchase Loan
6666,7824,20371.05,3610.65,60,0.0895,422.38,Purchase Loan
6667,7825,31805.75,3159.25,72,0.0295,482.54,Purchase Loan
6668,7827,45990.62,8099.22,48,0.0295,1016.96,Purchase Loan
6669,7829,52145.23,10692.5,60,0.0345,947.45,Purchase Loan
6670,7830,35183.79,4305.74,72,0.0745,212.74,Lease
6671,7831,23853.56,3776.03,84,0.0545,147.49,Lease
6672,7832,41071.47,8198.8,60,0.0745,459.98,Lease
6673,7834,3379.31,2716.99,72,0.0695,57.53,Purchase Loan
6674,7835,57773.95,6484.99,72,0.0895,1039.97,Purchase Loan
6675,7836,15698.19,2879,60,0.0345,285.23,Purchase Loan
6676,7837,42399.98,8848.4,72,0.0295,643.26,Purchase Loan
6677,7839,5690.36,2870.76,60,0.0895,117.98,Purchase Loan
6678,7841,61022.44,3344.71,84,0.0695,370.02,Lease
6679,7843,19860.7,1243.97,60,0.0295,142.71,Lease
6680,7844,39750.55,5939.89,48,0.0145,852.88,Purchase Loan
6681,7845,28328.72,4550.59,60,0.0445,527.49,Purchase Loan
6682,7846,24960.25,3889.23,72,0.0345,384.28,Purchase Loan
6683,7847,36155.66,2089.6,60,0.0295,648.87,Purchase Loan
6684,7848,26503.88,3285.76,84,0.0345,355.6,Purchase Loan
6685,7849,77168.77,9490.63,36,0.0745,2398.66,Purchase Loan
6686,7850,9203.74,5888.12,72,0.0345,141.7,Purchase Loan
6687,7851,26647.68,9008.46,72,0.0445,358.55,Lease
6688,7852,28731.66,3622.66,72,0.0895,517.19,Purchase Loan
6689,7853,34109.74,11597.82,48,0.0145,731.86,Purchase Loan
6690,7854,43204.3,9094.82,72,0.0345,665.17,Purchase Loan
6691,7856,57005.27,3103.36,72,0.0445,903.59,Purchase Loan
6692,7857,60559.9,8623.51,60,0.0895,1255.65,Purchase Loan
6693,7858,33905.22,5472.12,48,0.0895,328.38,Lease
6694,7859,22437.56,3318.77,84,0.0695,338.09,Purchase Loan
6695,7860,77255.8,16710.63,72,0.0295,1172.07,Purchase Loan
6696,7861,27772.69,7005.81,48,0.0195,628.04,Lease
6697,7862,50975.28,2757.34,72,0.0895,917.59,Purchase Loan
6698,7863,46153.36,7111.08,48,0.0345,510.8,Lease
6699,7864,5758.93,6121.76,72,0.01,82.44,Purchase Loan
6700,7865,19834.06,2164.03,72,0.0895,168.06,Lease
6701,7866,18636.62,4492.05,72,0.0345,286.93,Purchase Loan
6702,7867,45613.16,3666.38,48,0.0695,1091.21,Purchase Loan
6703,7868,48997.36,16455.35,84,0.0295,646.31,Purchase Loan
6704,7869,48450.25,3651.53,60,0.0895,1004.57,Purchase Loan
6705,7871,73254.63,18004.77,72,0.0195,1078.93,Purchase Loan
6706,7872,22275.11,4478.11,60,0.0145,385.1,Purchase Loan
6707,7873,11733.99,2676.65,84,0.0345,157.44,Purchase Loan
6708,7874,2270.91,3860.54,60,0.0895,47.09,Purchase Loan
6709,7876,24766.66,4973.7,72,0.0295,375.74,Purchase Loan
6710,7877,32220.95,5308.55,72,0.0345,427.96,Lease
6711,7878,1182.49,6415.74,72,0.0295,17.94,Purchase Loan
6712,7879,31210.72,4755.36,72,0.0445,494.72,Purchase Loan
6713,7880,21407.42,5712.63,84,0.0895,202.7,Lease
6714,7881,28252.91,5625.94,72,0.0695,481.01,Purchase Loan
6715,7882,31434.01,3439.85,60,0.0345,571.14,Purchase Loan
6716,7883,6933.19,10288.94,72,0.0145,344.71,Lease
6717,7884,37230.2,4691.67,72,0.0446,590.31,Purchase Loan
6718,7885,49171.83,4436.42,72,0.0446,779.65,Purchase Loan
6719,7886,73148.98,9012.74,72,0.01,494.84,Lease
6720,7887,59204.19,8867.75,60,0.0346,1075.97,Purchase Loan
6721,7889,15002.06,2225.65,72,0.0446,237.87,Purchase Loan
6722,7890,30127,3553.22,84,0.0346,404.35,Purchase Loan
6723,7891,32565.26,7832.41,84,0.0296,193.92,Lease
6724,7893,110396.2,23021.41,72,0.01,1580.38,Purchase Loan
6725,7894,50698.89,7152.02,48,0.0196,1099.03,Purchase Loan
6726,7897,57203.29,6029.25,84,0.0446,794.07,Purchase Loan
6727,7898,121525.84,19069.05,72,0.0196,1790.43,Purchase Loan
6728,7900,30747.21,3638.38,60,0.01,286.81,Lease
6729,7901,79724.31,10540.04,72,0.0296,1209.88,Purchase Loan
6730,7902,33615.62,5117.86,84,0.0146,421.23,Purchase Loan
6731,7903,32647.38,3931.26,60,0.0546,623,Purchase Loan
6732,7904,66060.33,8162.49,84,0.01,814.61,Purchase Loan
6733,7906,20959.03,2974.56,84,0.0346,167.23,Lease
6734,7907,34471.63,2111.71,84,0.0896,553.92,Purchase Loan
6735,7908,69580.72,15356.48,72,0.01,996.08,Purchase Loan
6736,7909,37951.16,4190.52,84,0.0346,258.9,Lease
6737,7910,16463.09,3645.7,84,0.0696,248.15,Purchase Loan
6738,7911,15674.67,5467.83,72,0.0446,248.53,Purchase Loan
6739,7912,26629.1,6671.67,84,0.0746,407.92,Purchase Loan
6740,7913,52398.7,21799.97,84,0.0546,751.98,Purchase Loan
6741,7914,82655.12,9723.32,36,0.0146,1103.53,Lease
6742,7915,35644.36,4257.29,48,0.0146,364.32,Lease
6743,7916,108919.95,11553.64,36,0.0446,3238.09,Purchase Loan
6744,7917,32888.04,5132.5,60,0.0146,568.72,Purchase Loan
6745,7918,44418.29,9861.81,72,0.0346,684.06,Purchase Loan
6746,7919,52124.39,4729.31,72,0.0896,938.54,Purchase Loan
6747,7920,36034.77,7949.59,60,0.0896,747.32,Purchase Loan
6748,7922,27284.46,2717.12,60,0.0446,205.04,Lease
6749,7923,17335.99,3057.18,48,0.0296,383.41,Purchase Loan
6750,7924,16179.12,1588.66,84,0.0296,213.49,Purchase Loan
6751,7925,29518.67,9534.73,72,0.0296,447.97,Purchase Loan
6752,7926,29280.99,4451.67,72,0.0696,498.65,Purchase Loan
6753,7927,32424.55,3432.69,72,0.0696,552.18,Purchase Loan
6754,7929,17538.22,6060.98,48,0.0346,391.77,Purchase Loan
6755,7930,5925.74,3772.17,72,0.0296,89.93,Purchase Loan
6756,7931,7206.38,2551.05,60,0.0346,130.97,Purchase Loan
6757,7932,16863.02,2839.97,60,0.0896,349.72,Purchase Loan
6758,7933,32389.01,8551.66,72,0.0146,470.11,Purchase Loan
6759,7934,33986.02,7371.5,72,0.0446,265.44,Lease
6760,7935,36093.66,6397.32,60,0.0346,655.96,Purchase Loan
6761,7936,19598.21,2826.31,72,0.0896,352.88,Purchase Loan
6762,7937,85449.86,9113.69,72,0.0346,718.24,Lease
6763,7938,77953.41,7479.31,48,0.0346,961.41,Lease
6764,7940,33681.04,4850.8,60,0.0297,604.76,Purchase Loan
6765,7941,31208.26,4112.38,72,0.0697,199.11,Lease
6766,7942,42349.22,3339.84,72,0.0347,652.38,Purchase Loan
6767,7943,51510.91,5696.82,48,0.0297,1139.48,Purchase Loan
6768,7944,28140.76,6692.19,60,0.0347,511.55,Purchase Loan
6769,7945,94907.72,17503.43,72,0.0297,1440.72,Purchase Loan
6770,7947,68071.65,14842.62,84,0.0297,591.34,Lease
6771,7948,28605.37,3863.67,72,0.0347,440.66,Purchase Loan
6772,7949,36508.85,3738.67,72,0.0347,562.41,Purchase Loan
6773,7950,33334.27,8151.56,72,0.0747,575.87,Purchase Loan
6774,7951,38933.5,3831.84,72,0.0347,599.76,Purchase Loan
6775,7952,8518.99,2097.9,84,0.0447,118.3,Purchase Loan
6776,7953,45403.14,8257.04,72,0.0447,494.54,Lease
6777,7956,42729.77,3962.48,60,0.0697,845.5,Purchase Loan
6778,7957,20738.71,4377.82,72,0.0447,328.92,Purchase Loan
6779,7958,42263.84,8539.31,72,0.0347,651.07,Purchase Loan
6780,7960,110036.82,17408.73,60,0.0297,1975.75,Purchase Loan
6781,7961,14021.79,1631.83,72,0.0697,238.86,Purchase Loan
6782,7963,26003.18,4920.14,72,0.0297,220.89,Lease
6783,7964,17389.04,5563.86,72,0.0447,275.79,Purchase Loan
6784,7965,33683.3,5167.8,60,0.0347,612.31,Purchase Loan
6785,7967,66131.48,7416.86,36,0.0747,2056.19,Purchase Loan
6786,7968,155107.77,23011.48,72,0.0297,2354.58,Purchase Loan
6787,7969,47472.58,2312.95,84,0.0297,626.63,Purchase Loan
6788,7970,48085.65,6294.27,72,0.0297,729.95,Purchase Loan
6789,7972,43217.54,7263.81,72,0.0697,736.19,Purchase Loan
6790,7973,37657.53,5549.89,60,0.0897,781.16,Purchase Loan
6791,7974,50648.23,5740.68,84,0.0897,814.11,Purchase Loan
6792,7977,21419.61,4466.41,72,0.0897,178.56,Lease
6793,7978,59448.49,6307.38,60,0.0447,1107.49,Purchase Loan
6794,7979,2464.07,5216.16,72,0.0547,40.22,Purchase Loan
6795,7980,54199.31,9088.03,72,0.0347,408.05,Lease
6796,7981,23258.38,1922.68,72,0.0897,418.9,Purchase Loan
6797,7982,26932.88,5415.89,72,0.0697,458.79,Purchase Loan
6798,7983,27934.67,2947.64,60,0.0897,579.47,Purchase Loan
6799,7985,51979.4,6220.85,72,0.0347,800.74,Purchase Loan
6800,7988,36560.06,9271.47,60,0.0747,732.07,Purchase Loan
6801,7990,43.56,1539.64,72,0.0297,0.66,Purchase Loan
6802,7991,29864.03,2894.7,72,0.0297,233.32,Lease
6803,7993,37222.59,11836.34,60,0.0747,745.33,Purchase Loan
6804,7994,36754.06,2589.07,84,0.0347,493.47,Purchase Loan
6805,7995,80269.51,15982.05,72,0.0297,1218.51,Purchase Loan
6806,7996,64976.41,12801.63,72,0.0697,523.41,Lease
6807,7997,23415.76,7420.08,36,0.0897,744.29,Purchase Loan
6808,7998,30256.37,5821.22,48,0.0147,340.92,Lease
6809,7999,33740.58,3608.71,48,0.0897,839.16,Purchase Loan
6810,8000,54885.34,6966.4,72,0.0697,934.95,Purchase Loan
6811,8001,39937.65,8260.25,84,0.0197,509.37,Purchase Loan
6812,8002,51.62,1218.08,72,0.0447,0.82,Purchase Loan
6813,8003,80332.96,11976.7,72,0.0297,1219.48,Purchase Loan
6814,8004,43270.39,10261.81,60,0.0147,748.44,Purchase Loan
6815,8005,32826.96,4430.37,48,0.0897,816.43,Purchase Loan
6816,8006,39820.37,5665.5,72,0.0297,604.48,Purchase Loan
6817,8008,31257.04,3245.26,72,0.0447,495.74,Purchase Loan
6818,8009,48201.19,9594.48,48,0.0347,1076.94,Purchase Loan
6819,8010,92917.9,16455.17,72,0.0447,684.46,Lease
6820,8011,20457.07,1716.76,72,0.0697,348.48,Purchase Loan
6821,8013,62720.98,13352.95,60,0.0297,640.74,Lease
6822,8014,118457.46,9332.28,84,0.0347,1590.43,Purchase Loan
6823,8015,27209.02,9685.96,48,0.0197,589.95,Purchase Loan
6824,8017,63085.09,6793.65,72,0.0697,1074.63,Purchase Loan
6825,8018,77140.93,14621.41,72,0.0297,1171.02,Purchase Loan
6826,8021,123146.73,25424.56,72,0.0897,843.32,Lease
6827,8022,39671.16,18983.86,48,0.0547,922.07,Purchase Loan
6828,8024,28080.57,3691.81,60,0.0897,239.63,Lease
6829,8025,40215.56,6858.66,72,0.0697,685.06,Purchase Loan
6830,8027,21598.41,4566.06,72,0.0347,332.72,Purchase Loan
6831,8028,28063.33,3984.08,72,0.0297,426.01,Purchase Loan
6832,8029,41834.57,8695.24,36,0.0297,1216.05,Purchase Loan
6833,8030,119682.11,11668.12,72,0.0297,968.79,Lease
6834,8032,19474.5,2092.98,60,0.0897,403.98,Purchase Loan
6835,8033,18331.47,7069.6,72,0.0147,266.15,Purchase Loan
6836,8034,53417.19,9473.64,48,0.0447,1217.38,Purchase Loan
6837,8035,6210.12,7028.26,72,0.0897,111.85,Purchase Loan
6838,8037,26382.42,10009.85,72,0.0147,383.04,Purchase Loan
